,Muffat-FMG__1,Muffat-FMG__2,Muffat-FMG__1-NCM,Muffat-NPC__1,Muffat-NPC__2,Muffat-NPC__3,Muffat-NPC__4,Muffat-pMGL__1,Muffat-pMGL__2,Muffat-pMGL__31,Muffat-pMGL__32,Muffat-pMGL__4,Muffat-pMGL__5,Muffat-pMGL__1-NCM,Muffat-pMGL__2-NCM,Muffat-pMGL__3-NCM
IGHV3-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-65-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB019437.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-67-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV2-70D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-69-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-69-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH17-212P11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-69D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV2-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-74-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-76-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV5-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-78-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV7-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79C23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-978P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173D3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1360M22.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC20A1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR15-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5OR15-5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4OR15-4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3OR15-3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2OR15-2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1OR15-1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1360M22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1360M22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173D3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SL584P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173D3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173D3.4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0
RP11-492D6.2,0,2,2,0,13,6,2,4,3,4,2,2,6,2,0,2
RP11-492D6.3,1,0,0,0,1,5,0,0,2,0,0,0,0,6,0,1
RP11-492D6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-509A17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P3,16,38,72,3,7,8,0,4,2,32,10,20,5,0,8,8
RP11-467L19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467L19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL759P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467L19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467L19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11-467L19.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBEAP1,3,14,3,0,0,0,0,97,23,3,0,0,7,19,2,0
RP11-467L19.14,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0
RP11-403B2.7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-498P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403B2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403B2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403B2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403B2.10,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0
RP11-403B2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3118-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-749P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5701-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5OR15-5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4OR15-4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3OR15-3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2OR15-2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1OR15-1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-854K16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL400P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-854K16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-854K16.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-854K16.1,0,1,4,9,5,0,3,0,0,0,2,3,0,0,0,3
RP11-32B5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-32B5.1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
RP11-32B5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1235P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-275E15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-275E15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-32B5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-32B5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXADRP2,0,5,2,25,14,10,14,0,0,4,8,0,0,4,0,10
RP11-32B5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-32B5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3118-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-11H9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-113C3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-983G14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-983G14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-983G14.3,0,4,0,0,3,4,1,2,1,0,0,1,1,2,1,1
RP11-294C11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-361C13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3118-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-631P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-928F19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5701-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-69H14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11H3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-69H14.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11K1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4Q1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4H6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4N4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4N3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-2F9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-2F9.3,0,2,0,0,1,3,0,0,0,0,0,0,0,2,0,0
IGHV1OR15-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4OR15-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-603B24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1268A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-603B24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-603B24.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-566K19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-566K19.8,2,0,0,8,2,2,0,4,0,4,0,0,0,0,0,8
RP11-566K19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL545P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-566K19.12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GOLGA6L22,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0
RP11-439M15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P2,19,8,44,42,54,139,28,125,188,7,0,40,107,44,39,0
RP11-228M15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL495P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHAMML1,24,7,78,53,194,177,112,72,30,40,63,16,26,55,30,15
RP11-1180F24.1,0,7,3,0,0,2,2,0,0,3,10,0,0,0,0,0
RP11-1180F24.3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
AC138649.1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
RP11-26F2.1,0,2,2,0,10,0,1,0,0,1,1,0,0,0,0,0
RP11-26F2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-566K19.6,20,55,50,360,224,42,46,1,1,4,4,0,18,0,0,0
RP11-566K19.5,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0
NIPA1,1630,1677,1575,1446,1727,2065,919,954,988,1155,1592,1083,1178,1346,867,1327
NIPA2,7139,8325,8109,7985,5769,4302,6300,5873,5791,7565,6557,6517,8192,6777,6977,6783
CYFIP1,13638,14461,9619,4865,2011,2356,1042,59114,51195,24409,18669,24680,49086,20333,20199,19676
TUBGCP5,140,68,104,280,83,445,485,142,332,282,197,194,312,118,82,186
ELMO2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467N20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL106P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467N20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4509-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467N20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P7,0,0,0,0,2,2,0,1,0,4,0,0,0,0,0,0
RP11-228M15.1,13,5,13,13,30,30,13,9,24,13,2,1,0,0,0,7
RP11-566K19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-529J17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL536P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-529J17.3,0,0,0,0,2,0,0,0,1,3,3,0,3,0,0,0
GOLGA6L2,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0
MIR4508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MKRN3,91,119,313,645,534,429,646,57,48,248,42,0,0,206,22,244
MKRN3-AS1,1,0,1,6,10,10,0,0,0,3,0,0,0,0,0,2
MAGEL2,18,52,119,999,259,348,188,127,78,736,166,66,113,114,34,360
NDN,2649,3731,4870,12253,9284,15427,12013,4128,2782,20943,10425,10548,3185,7415,743,18607
RNU6-741P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-484P15.1,0,0,0,0,3,11,4,0,5,0,0,0,0,0,0,0
RP11-484P15.2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
PWRN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-580I1.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RP11-580I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-350A1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-107D24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-580I1.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PWRN1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
NPAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPN,1794,1836,2175,4136,4318,4092,3565,1999,2170,5663,4212,1511,2294,4767,1731,5754
RP11-385H1.1,0,0,0,6,22,2,0,0,0,26,0,0,0,0,0,30
AC090602.1,37,25,15,106,104,36,83,38,38,32,21,17,45,12,13,17
AC090602.2,1,3,6,11,8,10,10,6,2,6,15,6,9,0,6,7
SNURF,26,12,14,53,40,52,23,12,8,71,22,5,19,90,12,74
RP11-701H24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG14,811,756,817,2106,2693,4328,2395,882,1302,3120,2105,669,892,2319,413,3161
SNORD107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-701H24.5,1,0,0,6,1,6,2,2,0,2,5,0,0,0,0,0
RP11-701H24.6,50,49,18,74,87,142,91,15,75,97,72,16,137,91,2,48
SNORD64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-701H24.7,0,2,0,12,0,20,0,8,0,15,5,0,3,6,3,1
RP11-701H24.3,9,10,2,1,36,76,45,1,8,7,9,6,0,4,0,9
RP11-701H24.2,69,106,122,249,805,1281,614,125,213,299,330,44,122,313,25,146
SNORD109A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
SNORD116-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-6,0,3,0,0,1,2,0,4,0,0,0,1,0,0,0,0
SNORD116-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SNORD116-8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SNORD116-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SNORD116-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-14,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
SNORD116-15,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SNORD116-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SNORD116-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-18,0,0,0,0,0,3,0,0,0,1,0,0,2,7,0,6
SNORD116-19,1,0,0,2,7,7,2,2,4,4,0,7,2,2,0,8
RP11-701H24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
RP11-701H24.10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SNORD116-24,0,0,0,2,0,0,0,2,0,3,0,0,0,0,3,0
SNORD116-25,0,0,0,3,1,6,4,0,1,2,0,0,0,0,0,0
SNORD116-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-145P16.3,0,9,0,1,0,0,0,1,0,0,0,0,0,2,0,0
RP11-145P16.1,0,0,0,2,3,6,0,0,8,0,0,2,0,0,0,4
RP11-145P16.4,0,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SNORD115-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNORD115-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SNORD115-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-145P16.2,2,2,6,35,172,77,10,8,15,23,11,0,0,16,0,8
SNORD115-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD109B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE3A,7438,7446,9451,11350,9818,9421,9855,6055,6974,9291,7455,6631,7091,7650,5354,6170
RP13-487P22.1,0,0,0,6,7,11,4,0,1,0,0,0,0,0,0,0
AC124997.1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0
AC023449.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATP10A,228,272,1004,419,412,843,422,984,405,2750,8355,271,1016,516,1157,876
RP11-345J18.2,6,4,43,26,49,68,6,8,11,25,27,6,2,0,12,22
RNA5SP390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4715,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
RP11-2C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1084I9.1,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0
RP11-446P9.1,0,11,10,2,9,6,5,8,0,0,0,4,2,5,5,4
RP11-1084I9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1084I9.3,0,0,0,0,2,32,0,4,0,0,0,0,0,12,0,0
AC009878.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
GABRB3,666,1219,1839,1928,5445,3494,3431,142,235,429,189,22,0,267,18,645
RP11-345N11.1,0,4,6,11,55,34,32,0,0,0,6,0,0,0,0,0
AC011196.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC135999.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRA5,355,344,107,717,1894,1811,1076,27,84,511,112,35,2,73,52,429
