	Mouse_ABCD1_1	Mouse_ABCD1_2	Mouse_ABCD1_3	Mouse_NT_1	Mouse_NT_2	Mouse_NT_3
P4ha3	0	0.928355029309311	1.89615718855939	2.83205254361231	0.979795925359462	2.26977117710861
Ppme1	996.669525389266	1013.76369200577	1076.06920450746	1058.24363379647	1041.52306865711	1008.91328822478
C2cd3	760.643339955821	762.179479062944	718.643574464011	599.451121731272	577.099800036723	617.377760173543
RP23-308M1.3	6.18409219476277	1.85671005861862	7.58462875423758	0	1.95959185071892	0
RP23-308M1.2	20.6136406492092	54.7729467292493	37.9231437711879	34.9286480378851	34.2928573875812	39.7209955994007
RP23-308M1.1	7.21477422722323	16.7103905275676	7.58462875423758	11.3282101744492	6.85857147751624	14.753512651206
Ucp3	0	1.85671005861862	0	0	0	2.26977117710861
Ucp2	2088.1617977649	1576.34683976721	1598.46050995557	2549.79130676562	2482.80287486088	1746.58892078508
Dnajb13	61.8409219476277	57.5580118171773	54.0404798739428	59.4731034158585	55.8483677454893	35.1814532451835
RP23-308M1.5	0	0	0	0	0	0
Coa4	318.480748030283	292.431834232433	311.91785751802	265.26892158502	244.948981339866	264.428342133153
RP23-308M1.6	3.09204609738138	4.64177514654655	1.89615718855939	1.88803502907487	4.89897962679731	3.40465676566292
Mrpl48	334.97166054965	326.780970316877	372.594887551921	552.2502460044	499.695921933326	522.047370734981
RP23-308M1.7	2.06136406492092	1.85671005861862	1.89615718855939	3.77607005814975	0	4.53954235421723
Cox20-ps	6.18409219476277	0.928355029309311	1.89615718855939	4.72008757268718	5.87877555215677	0
Rab6a	2161.34022206959	2019.17218874775	2082.9286716325	2967.04704819116	2960.94328643629	3250.31232561953
AC124531.2	6.18409219476277	3.71342011723724	5.68847156567818	3.77607005814975	14.6969388803919	13.6186270626517
Plekhb1	63.9022860125486	77.9818224619821	60.6770300339006	44.3688231832595	71.5251025512407	63.5535929590412
RP23-299D2.2	56.6875117853254	35.2774911137538	50.248165496824	53.8089983286339	57.8079595962083	52.2047370734981
Fam168a	2559.18348659933	2157.49708811484	2269.7001547056	2005.09320087752	2039.9351165984	1601.32356545013
RP23-299D2.4	3.09204609738138	0	0	0	4.89897962679731	2.26977117710861
RP24-98O8.1	8.24545625968369	5.57013017585587	10.4288645370767	1.88803502907487	6.85857147751624	3.40465676566292
RP24-98O8.4	10.3068203246046	7.42684023447449	11.3769431313564	7.55214011629949	2.93938777607839	4.53954235421723
Relt	105.129567310967	125.327928956757	84.3789948908931	105.729961628193	78.383674028757	77.1722200216929
Arhgef17	31.9511430062743	39.9192662603004	43.6116153368661	15.104280232599	5.87877555215677	14.753512651206
Mir3102	0	0	0	0	0	0
P2ry6	163.878443161213	188.45607094979	194.356111827338	16.9923152616739	9.79795925359462	3.40465676566292
RP23-44D14.1	6.18409219476277	5.57013017585587	2.84423578283909	1.88803502907487	0	0
P2ry2	1071.90931375888	1105.67083990739	1222.07330802653	1133.76503495946	1099.33102825332	963.517864682606
RP23-44E14.3	0	2.78506508792793	1.89615718855939	0	0	0
RP23-44E14.4	0	3.71342011723724	0	0.944017514537436	5.87877555215677	0
Fchsd2	4159.83268301042	3347.64823568938	3928.83769469507	2201.4488439013	2220.21756686454	1928.17061495377
AC150313.1	20.6136406492092	25.0655857913514	37.9231437711879	14.1602627180615	12.737347029673	18.1581694168689
00R_AC107638.2	62.8716039800882	48.2744615240842	39.8193009597473	30.208560465198	31.3534696115028	14.753512651206
Atg16l2	871.95699946155	852.229916905947	777.424447309352	689.132785612329	667.241025169794	655.963870184389
Stard10	313.32733786798	239.515597561802	241.760041541323	256.772763954183	249.847960966663	194.065435642786
RP24-126J17.2	4.12272812984185	1.85671005861862	0	0	3.91918370143785	4.53954235421723
RP24-126J17.3	17.5215945518278	5.57013017585587	8.53270734851728	3.77607005814975	4.89897962679731	0
RP24-126J17.4	26.797732843972	16.7103905275676	22.7538862627127	13.2162452035241	17.6363266564703	12.4837414740974
Arap1	1229.60366472533	1181.79595231075	1145.27894188987	1076.17996657268	1009.18980312025	885.210759072359
RP24-126J17.5	44.3193273957998	49.2028165533935	34.1308293940691	31.1525779797354	23.5151022086271	15.8883982397603
RP23-194H4.2	0	0	0	0.944017514537436	0	0
Pde2a	94.8227469863625	63.1281419930331	51.1962440911037	39.6487356105723	57.8079595962083	38.5861100108464
Mir139	0	0	0	0	0	0
RP23-194H4.3	0	0	0	0	0	0
Art2a-ps	3.09204609738138	0	0	12.2722276889867	5.87877555215677	4.53954235421723
AC129609.2	677.158095326523	647.06345542859	644.693444110194	657.980207632593	601.59469817071	711.57326402355
Art2b	0	0	0	2.83205254361231	3.91918370143785	0
Clpb	586.458076470003	535.660851911472	562.21060640786	763.710169260786	702.513678482734	598.08470516812
RP23-67F4.3	9.27613829214415	9.28355029309311	11.3769431313564	18.8803502907487	14.6969388803919	10.2139702969888
Phox2a	5.15341016230231	1.85671005861862	0	0	2.93938777607839	2.26977117710861
Inppl1	2353.04708010723	2308.81895789226	2019.40740581576	1714.33580639998	1648.99654237997	1478.75592188626
RP23-67F4.6	36.0738711361162	50.1311715827028	25.5981220455518	25.4884728925108	25.474694059346	19.2930550054232
Folr2	3.09204609738138	1.85671005861862	0	0	2.93938777607839	0
RP23-67F4.4	0	0	0	0	0	0
Folr1	0	0	0	0	0	0
Anapc15	125.743207960176	166.175550246367	149.796417896192	166.147082558589	209.676328026925	223.572460945198
Gm22655	0	0	0	0	0	0
Tomt	16.4909125193674	25.9939408206607	16.1173361027549	15.104280232599	21.5555103579082	15.8883982397603
Lamtor1	1327.51845780907	1365.610248114	1397.46784796827	1258.3753468784	1180.65409005815	1138.29024531997
Lrrc51	52.5647836554835	44.5610414068469	50.248165496824	45.312840697797	34.2928573875812	46.5303091307266
Numa1	4547.36912721556	4380.90738331064	4094.75144869401	3770.40595306252	3673.25492417262	3397.84745213159
RP24-548A13.3	2.06136406492092	0	1.89615718855939	0	0	3.40465676566292
RP24-548A13.4	0	0	0	0.944017514537436	0	0
RP24-548A13.5	2.06136406492092	0	0	0	0	2.26977117710861
Il18bp	316.419383965362	232.088757327328	223.746548250009	270.933026672244	267.484287623133	242.865515950622
Rnf121	449.377366152761	483.672970270151	521.443226853833	588.122911556823	640.786535185088	583.331192516914
Xndc1	102.037521213586	70.5549822275076	67.3135801938585	118.946206831717	118.555306968495	91.9257326728988
Xntrpc	6.18409219476277	0.928355029309311	0	1.88803502907487	0	4.53954235421723
Trpc2	0	0	0	0	0	0
Art5	37.1045531685766	29.7073609378979	23.7019648569924	23.6004378634359	5.87877555215677	28.3721397138577
Art1	1.03068203246046	0	0	1.88803502907487	0	0
Chrna10	0	5.57013017585587	0	0	1.95959185071892	1.13488558855431
Nup98	3909.37694912253	4160.88724136433	3952.53965955206	3472.09641846869	3451.82104504139	3400.1172233087
Pgap2	346.309162906715	301.715384525526	347.944844100649	183.139397820263	220.454083205879	166.828181517483
00R_Pgap2	0	0	0	0	0	0
Rhog	1009.03770977879	1008.19356182991	989.794052428004	791.086677182372	739.745923646394	818.252509347655
Stim1	1255.37071553684	1351.68492267436	1351.96007544285	1009.15472304052	1105.20980380547	1090.62505060069
RP23-139E6.1	3.09204609738138	0.928355029309311	0	0	0	0
Rrm1	2585.9812194433	2720.08023587628	2811.0530320393	3072.77700981936	3055.98349119616	3066.46086027374
RP24-392H7.4	9.27613829214415	12.9969704103304	16.1173361027549	18.8803502907487	10.7777551789541	21.5628261825318
Olfr543	10.3068203246046	12.9969704103304	29.3904364226706	11.3282101744492	10.7777551789541	12.4837414740974
Olfr544	20.6136406492092	10.2119053224024	7.58462875423758	7.55214011629949	11.7575511043135	11.3488558855431
Olfr545	26.797732843972	4.64177514654655	7.58462875423758	3.77607005814975	3.91918370143785	0
RP23-61O11.12	2.06136406492092	0.928355029309311	0	1.88803502907487	1.95959185071892	0
Olfr546-ps1	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0
Olfr548-ps1	0	0	0	0	0	0
Olfr549	1.03068203246046	0	1.89615718855939	6.60812260176206	1.95959185071892	6.80931353132584
Trim21	619.439901508737	583.935313435557	670.291566155746	510.713475364753	527.130207843391	500.484544552449
RP23-61O11.11	0	0	0	0	0	0
Olfr550	0	0	0	0	0	0
Olfr551	0	0	0	0	0	0
Olfr552	0	0	0	0	0	0
Olfr553	0	0	0	0	0	0
Olfr554	0	0	0	0	0	0
RP24-306C18.10	0	1.85671005861862	1.89615718855939	0	0	0
Olfr555	0	0	0	0	0	0
Olfr556	0	0	3.79231437711879	0	0.979795925359462	0
RP24-306C18.11	0	3.71342011723724	1.89615718855939	0	0	0
Trim68	252.517097952813	202.38139638943	208.577290741533	227.508221003522	196.938980997252	195.200321231341
RP24-306C18.9	13.398866421986	14.853680468949	20.8577290741533	9.44017514537436	26.4544899847055	12.4837414740974
Olfr557	0	0	0	0	0	0
Olfr558	0	0	0	0	0	0
RP24-306C18.12	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0
Olfr559	0	0	0	0	0	0
Gm24210	0	0	0	0	0	0
Olfr78	0	0	0	0	0	0
Olfr560	0	0	0	0	0	0
Olfr561	0	0	0	0	0	0
Olfr562-ps1	0	0	0	0	0	0
Olfr563-ps1	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0
Olfr565-ps1	0	0	0	0	0	0
Olfr566	0	0	0	0	0	0
RP23-327E18.14	0	0	0	0	0	0
Olfr567-ps1	0	0	0	0	0	0
Olfr568	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0
Olfr570	0	0	0	0	0	0
Olfr571	0	0	0	0	0	0
Olfr572	0	0	0	0	0	0
Olfr573-ps1	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0
Olfr575	0	0	0	0	0	0
Olfr576	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0
Olfr578	0	0	0	0	0	0
Olfr1527-ps1	0	0	0	0	0	0
Olfr580-ps1	0	0	0	0	0	0
Olfr581-ps1	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0
Olfr586	0	0	0	0	0	0
Olfr587-ps1	0	0	0	0	0	0
AC136018.6	0	0	0	0	0	0
Olfr588-ps1	0	0	0	0	0	0
AC136018.8	0	0	0	0	0	0
Olfr589	0	0	0	0	0	0
Olfr590-ps1	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0
Olfr592	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0
Olfr594	0	0	0	0	0	0
Olfr595-ps1	0	0	0	0	0	0
Usp17ld	0	1.85671005861862	0	0	0	2.26977117710861
Gm25171	0	0	0	0	0	2.26977117710861
Gm23550	0	0	0	0	0	0
Gm23973	0	0	0	0	0	0
Olfr596	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0
Olfr598	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0
Olfr600	0	0	0	0	0	0
Olfr601	0	0	0	0	0	0
Olfr602-ps1	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0
Usp17lc	0	0	0	0	3.91918370143785	0
Gm25774	0	0	0	0	0	0
Olfr605	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0
Olfr607	0	0	0	0	0	0
Olfr608	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0
Olfr611	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0
Olfr613	1.03068203246046	0	1.89615718855939	0	0	0
Olfr615	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0
Olfr617	0	0	0	0	0	0
Gm26506	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0
Olfr619	0	0.928355029309311	0	0	0	0
Olfr620	0	0	0	0	0	0
Olfr621-ps1	0	0	0	0	0	0
Olfr622	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0
Olfr624	0	0	0	0	0	1.13488558855431
Olfr625-ps1	0	0	0	0	0	0
Olfr626-ps1	0	0	0	0	0	0
Olfr260-ps1	0	0	0	0	0	0
Olfr243	0	0	0	0	0	0
Olfr628	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0
Olfr69	0	0	0	0	0	0
Olfr68	0	0	0	0	0	0
Olfr67	0	0	0	0	0	0
Hbb-bt	0	0	0	0	0	0
Hbb-bs	0	0	0	0	0	0
AC131116.4	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0
Hbb-y	0	0	1.89615718855939	0	0	0
Olfr66	0	0	0	0	0	0
Dnajc19-ps	30.9204609738138	61.2714319344145	49.3000869025443	58.5290859013211	48.9897962679731	44.260537953618
Olfr64	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0
Olfr632	0	0	0	0	0	0
RP24-539K4.1	0	0	0	0	0	0
Olfr633	0	0	1.89615718855939	0	0	0
Olfr634-ps1	0	0	0	0	0	0
Olfr635	0	0	0	0	0	0
AC122535.9	0	0	0	0	0	0
Olfr636-ps1	0	0	0	0	0	0
Olfr637-ps1	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0
AC124410.1	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0
Olfr640	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0
Olfr642	0	0	0	0	0	0
Olfr643	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0
Olfr646	0	0	0	0	0	0
AC123830.1	0	0	0	0	0	0
Ubqln3	0	0	0	0	0	0
Ubqlnl	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0
Olfr647-ps1	0	0	0	0	0	0
Olfr648	0	0.928355029309311	0	0.944017514537436	0	0
Olfr649	0	0	0	0	0	0
Olfr650-ps1	0	0	0	0	0	0
Trim6	300.959153478455	222.805207034235	280.63126390679	539.978018315414	571.221024484566	501.619430141004
RP24-125B17.1	6.18409219476277	3.71342011723724	11.3769431313564	4.72008757268718	15.6767348057514	13.6186270626517
Trim34a	146.356848609386	134.61147924985	140.315631953395	159.538959956827	176.363266564703	171.3677238717
RP24-125B17.2	0	0	0	0	0	0
Trim5	11.3375023570651	18.5671005861862	19.9096504798736	15.104280232599	13.7171429550325	9.07908470843445
Gm24846	0	0	0	0	0	0
Trim12a	2.06136406492092	0	0	2.83205254361231	0	0
AC142110.3	1.03068203246046	0	0	0.944017514537436	0	2.26977117710861
Trim34b	155.63298690153	148.53680468949	123.250217256361	195.411625509249	232.211634310193	192.930550054232
Trim12c	1425.43325089282	1382.32063864156	1571.91430931574	1408.47413168986	1548.07756206795	1313.06262595733
Gm27995	0	0	0	0	0	0
Trim30b	19.5829586167488	13.9253254396397	28.4423578283909	18.8803502907487	13.7171429550325	14.753512651206
Trim30c	2.06136406492092	0.928355029309311	2.84423578283909	0	0	4.53954235421723
RP24-103C10.1	2.06136406492092	1.85671005861862	3.79231437711879	3.77607005814975	0	0
Trim30a	2140.72658142038	1985.75140769262	2444.14661605306	2076.83853198236	2208.46001576023	1770.42151814472
Gm25405	0	0	0	0	0	0
Trim30d	10.3068203246046	10.2119053224024	11.3769431313564	5.66410508722462	14.6969388803919	14.753512651206
AC122400.3	63.9022860125486	77.0534674326728	57.8327942510615	102.897909084581	104.838164013462	76.0373344331385
AC122400.5	0	0	0	0	0	0
Trim30e-ps1	0	0	0.948078594279697	0	0	0
Olfr651	0	0	0	0	0	0
Olfr652	0	0	0	0	0	0
Olfr653	0	0	0	0	0	0
Olfr654	0	0	0	0	0	0
Olfr655	0	0	0	0	0.979795925359462	0
Olfr656	0	0	0	0	0	0
Olfr657	0	0	0	0	0	0
Olfr658	0	0	0	0	0	0
Usp-ps	0	0	0	0	0	0
Olfr659	0	0	0	0	0	0
Olfr660-ps1	0	0	0	0	0	0
Olfr661	0	0	0	0	0	0
RP23-157I3.5	0	0	1.89615718855939	0	0	0
Olfr662-ps1	0	0	0	0	0	0
Olfr663	0	0	0	0	0	0
Olfr664	0	0	0	0	0	0
Usp17le	2.06136406492092	1.85671005861862	0	0	1.95959185071892	4.53954235421723
AC110621.1	5.15341016230231	0	2.84423578283909	17.9363327762113	3.91918370143785	11.3488558855431
Usp17lb	0	0	3.79231437711879	0	0	2.26977117710861
Usp17la	0	0	0	0	0	0
RP24-475C24.9	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0
Olfr666	0	0	0	0	0	0
RP24-475C24.11	0	0	0	0	0	0
RP24-475C24.10	0	0	0	0	0	0
Olfr667	0	0	0	0	0	0
Olfr668	0	0	0	0	0	0
Olfr669	0	0	0	0	0	0
RP24-475C24.12	0	0	0	0	0	0
RP24-475C24.13	68.0250141423905	92.8355029309311	83.4309162966134	44.3688231832595	68.5857147751624	79.4419911988015
Olfr670	0	0	0	0	0	0
Olfr671	0	0	0.948078594279697	0	1.95959185071892	0
Olfr672	0	0	0	0	0	0
Olfr673-ps1	0	0	0	0	0	0
Olfr674-ps1	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0
Olfr676	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0
RP24-111G17.15	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0
RP24-111G17.13	0	0	0	0	0	0
RP24-111G17.14	0	0	0	0	0	0
Olfr679	2.06136406492092	0.928355029309311	0	0	0	0
Olfr680-ps1	0	0	0	0	0	0
RP24-111G17.11	0	0	0	0	0	0
RP24-111G17.12	2.06136406492092	0	0	0	0	0
Olfr681	0	0	0	0	0	0
Olfr682-ps1	0	0	0	0	0	0
Olfr683	0	0	0	0	0	0
RP23-68E7.5	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0
Olfr685	0	0	0	0	1.95959185071892	0
Olfr686	0	0	0	0	0	0
Olfr687	0	0	0	0	0	0
Olfr688	0	0	0	0	0	0
Olfr689	2.06136406492092	0	1.89615718855939	0	0	0
RP24-492N18.5	0	0	0	0	0	0
Olfr690	0	0	0	0	0	0
Olfr691	0	0	1.89615718855939	0	0	2.26977117710861
Olfr692	8.24545625968369	0	6.63655015995788	3.77607005814975	3.91918370143785	2.26977117710861
Fam160a2	901.846778402904	815.095715733575	713.903181492612	899.648691354177	894.553679853189	878.401445541033
RP23-397L11.7	0	0	0	0	0	0
RP23-397L11.6	2.06136406492092	1.85671005861862	1.89615718855939	0	0	0
Cnga4	2.06136406492092	1.85671005861862	1.89615718855939	1.88803502907487	0	0
RP23-397L11.5	24.7363687790511	25.9939408206607	13.2731003199158	40.5927531251098	15.6767348057514	24.9674829481947
Cckbr	2.06136406492092	0	0	0	0	0
Prkcdbp	1285.2604944782	1270.91803512445	1461.93719237929	1219.67062878237	1107.16939565619	1255.18346094106
RP23-397L11.3	9.27613829214415	11.1402603517117	7.58462875423758	10.3841926599118	8.81816332823516	12.4837414740974
Smpd1	1456.35371186663	1434.30852028289	1425.91020579666	1176.24582311365	1080.71490567149	1229.08109240431
Apbb1	146.356848609386	113.259313575736	120.405981473522	73.63336613392	70.5453066258813	85.116419141573
Hpx	24.7363687790511	32.4924260258259	35.0789079883488	32.0965954942728	47.0302044172542	43.1256523650637
Trim3	1177.03888106985	1225.42863868829	1149.07125626699	1222.50268132598	1066.99776271645	1002.10397469345
RP23-42I13.3	11.3375023570651	33.4207810551352	32.2346722055097	26.4324904070482	18.6161225818298	13.6186270626517
Arfip2	829.699036130672	921.856544104146	931.013179582663	805.246939900433	764.240821780381	812.578081404884
Timm10b	290.65233315385	334.207810551352	340.360215346411	393.655303562111	352.726533129406	362.028502748824
RP23-42I13.2	2.06136406492092	1.85671005861862	3.79231437711879	8.49615763083693	4.89897962679731	3.40465676566292
Gm22504	0	0	0	0	0	0
Dnhd1	520.494426392533	503.168425885647	479.727768705527	407.815566280173	452.665717516072	453.954235421723
Mrps36-ps2	13.398866421986	1.85671005861862	3.79231437711879	3.77607005814975	5.87877555215677	5.67442794277153
Rrp8	752.397883696137	797.456970176698	652.278072864432	1122.43682478501	1160.0783756256	1077.00642353804
Ilk	5.15341016230231	12.068615381021	6.63655015995788	21.712402834361	16.6565307311109	10.2139702969888
Taf10	1202.80593188136	1337.75959723472	1312.1407744831	1188.51805080263	1204.16919226678	1120.1320759031
Tpp1	4469.03729274856	4908.21303995833	5425.85379506271	3331.43780880261	3412.62920802701	3347.9124862352
Dchs1	3931.0212718042	4133.96494551436	3657.68721673107	3957.32142094093	3852.55757851341	3307.05660504725
AC121823.2	5.15341016230231	5.57013017585587	1.89615718855939	3.77607005814975	2.93938777607839	10.2139702969888
Mrpl17	1944.89699525289	2059.09145500805	2160.67111636343	2361.93182137267	2257.4498120282	2417.30630362067
RP23-466I14.2	3.09204609738138	5.57013017585587	10.4288645370767	1.88803502907487	0.979795925359462	2.26977117710861
AC121823.7	202.01367836225	154.106934865346	177.290697130303	125.554329433479	145.0097969532	114.623444443985
RP24-196H4.2	4.12272812984185	1.85671005861862	5.68847156567818	1.88803502907487	0	0
RP23-454A11.1	461.745550542287	542.159337116638	539.456720145148	326.630060029953	323.332655368623	258.753914190382
RP23-466I14.1	0	0	0	0	0	0
RP24-196H4.1	18.5522765842883	16.7103905275676	18.9615718855939	19.8243678052862	23.5151022086271	23.8325973596404
RP23-142E18.6	0	0	0	0	0	0
RP23-142E18.2	20.6136406492092	21.3521656741142	28.4423578283909	18.8803502907487	15.6767348057514	17.0232838283146
RP23-142E18.1	0	0.928355029309311	0	0	0	0
RP23-142E18.5	2.06136406492092	5.57013017585587	0	3.77607005814975	2.93938777607839	9.07908470843445
Gvin1	194.798904135027	214.450011770451	250.29274888984	165.203065044051	142.070409177122	110.083902089768
RP23-142E18.4	4.12272812984185	2.78506508792793	3.79231437711879	5.66410508722462	3.91918370143785	4.53954235421723
RP23-362A12.1	0	0	0	0	0	0
RP23-362A12.2	40.196599265958	37.1342011723724	38.8712223654676	21.712402834361	27.4342859100649	28.3721397138577
RP23-362A12.3	22.6750047141302	11.1402603517117	16.1173361027549	14.1602627180615	20.5757144325487	5.67442794277153
Gm22372	0	0	0	0	0	1.13488558855431
RP23-465M17.1	1532.62418226871	1802.86546691868	1813.67435085706	1730.38410414712	1726.40042048337	1804.46808580135
RP23-465M17.2	16.4909125193674	18.5671005861862	18.9615718855939	12.2722276889867	20.5757144325487	7.94419911988015
Olfr693	0	0	0	0	0	0
Olfr694	0	0	0	0	0	0
RP24-68L14.10	0	0	0	0	0	0
Olfr695	0	0	0	0	0	0
Olfr696-ps1	0	0	0	0	0	0
Olfr697	0	0	0	0	0	0
Olfr698	0	0	0	0	0	0
Olfr699	0	0	0	0	0	0
Olfr700	0	0	0	0	0	0
RP24-68L14.11	0	0	0	0	0	0
Olfr701	0	0	0	0	0	0
Olfr702	0	0	0	0	0	0
Olfr703	0	0	0	0	0	0
Olfr704	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0
Olfr1532-ps1	0	0	0	0	0	0
Olfr709-ps1	0	0	0	0	0	0
Olfr710	0	0	0	0	0	0
RP23-55M20.10	0	0	0	0	0	0
Olfr6	0	0	0	0	0	0
Olfr711	0	0	0	0	0	0
Olfr712-ps1	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0
Olfr713	0	0	0	0	0	0
RP23-55M20.17	0	0	0	0	0	0
Olfr714	0	0	0	0	0	0
RP23-299K19.2	0	0	0	0	0	0
Olfr17	0	0	0	0	0	0
RP23-299K19.4	0	0	0	0	0	0
RP23-299K19.6	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0
Olfr716	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0
AC132462.4	0	0	0	0	0	0
Rbmxl2	0	0	0	0	0	0
Platr28	0	0	0	0	0	0
Gm24932	0	0	0	0	0	0
RP24-481H21.1	0	0	0	0	0	0
Syt9	0	0	0	0	0	0
Olfml1	0	0	0	0	0	0
RP23-170L10.2	0	0	0	0	0	0
Ppfibp2	0	0	0	0	0	0
5330417H12Rik	0	0	0	0	0	0
RP23-170L10.5	0	0	0	0	0	0
Cyb5r2	0	0	0	0	0	0
RP24-172K3.1	0	0	0	0	0	0
Ovch2	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0
Olfr468-ps1	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0
RP24-136E12.1	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0
Olfr471	0	0	0	0	0	0
AC131706.1	193.768222102567	212.593301711832	171.602225564625	224.67616845991	222.413675056598	276.912083607251
Olfr472	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0
RP23-28E6.1	0	0.928355029309311	0.948078594279697	1.88803502907487	0	0
Olfr474	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0
RP23-28E6.5	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0
RP23-28E6.13	0	0	0	0	0	0
Olfr482	0	0	7.58462875423758	0	2.93938777607839	0
RP23-28E6.11	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0
Gm25424	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0
RP24-334J11.3	1.03068203246046	0	0	0	0	0
Olfr487	0	0	0	0	0	0
Olfr488	0	0	0	0	0	0
RP24-334J11.7	0	0	0	0	0	0
Olfr489-ps1	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0
RP24-391G14.2	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0
RP24-391G14.9	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0
Olfr496-ps1	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0
RP23-455O6.15	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0
Olfr499-ps1	0	0	0	0	0	0
Olfr500-ps1	0	0	0	0	0	0
Olfr501-ps1	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0
RP23-455O6.7	0	0	0	0	0	0
Olfr503	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0
RP23-455O6.11	0	0	0	0	0	0
RP23-455O6.12	0	0	0	0	0	0
Olfr505-ps1	0	0	0	0	0	0
RP23-381J20.2	0	0	0	0	0	0
Olfr506	0	0	0	0	0	0
Olfr507	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0
Olfr509	0	0.928355029309311	0	0	0	0
Olfr510	0	0	0	0	0	0
Olfr511-ps1	0	0	0	0	0	0
Olfr512	0	0	0	0	0	0
Olfr513	0	0	0	0	0	0
RP23-280O10.5	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0
Olfr515-ps1	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0
RP24-449N4.5	0	0	0	0	0	0
Olfr517	0	0	0	0	0	0
Olfr518	0	0	0	0	0	0
Olfr519	0	0	0	0	0	0
Nlrp10	5.15341016230231	3.71342011723724	1.89615718855939	1.88803502907487	0	0
Eif3f	1530.56281820379	1753.66265036529	1688.52797641214	1316.90443277972	1320.76490738456	1543.44440043386
Tub	5.15341016230231	1.85671005861862	5.68847156567818	2.83205254361231	6.85857147751624	2.26977117710861
Gm26599	0	0	0	0	1.95959185071892	1.13488558855431
Ric3	48.4420555256417	53.84459169994	47.4039297139849	29.2645429506605	11.7575511043135	18.1581694168689
Gm25450	0	0	0.948078594279697	0	0	0
Lmo1	871.95699946155	901.432733459341	923.428550828425	711.789205961227	644.705718886526	584.466078105468
RP23-58K20.2	9.27613829214415	8.3551952637838	14.2211789141955	3.77607005814975	4.89897962679731	5.67442794277153
