	Human_ABCD1_1	Human_ABCD1_2	Human_ABCD1_3	Human_NT_1	Human_NT_2	Human_NT_3
RP11-278L15.1	6.44350314301341	0	3.67962515591663	8.48266515153319	9.94052896361628	7.80687015603462
RP11-278L15.2	1.84100089800383	0	1.83981257795831	2.1206662878833	0	0
RP11-167H9.1	0	0	0	0	0	0
RP11-278L15.3	0	0	0	0	0	0
RP11-278L15.7	0	0	0	0	0	0
RP11-278L15.4	0	0	0	0	0.994052896361628	0
TM4SF4	4.60250224500957	0	1.83981257795831	0	0	0
RP11-278L15.6	0	4.86731576798675	3.67962515591663	0	1.98810579272326	0
WWTR1	3084.59700460542	3356.01422202686	3559.11743206036	4164.98858940279	4259.51666090958	4473.33659940783
RNU6-1098P	11.046005388023	9.73463153597349	13.7985943346873	14.8446640151831	5.96431737816977	8.6743001733718
RP11-255N4.3	49.7070242461034	29.2038946079205	32.1967201142705	32.8703274621911	30.8156397872105	48.5760809708821
RP11-255N4.2	2.76150134700575	10.9514604779702	5.51943773387494	4.24133257576659	1.98810579272326	6.07201012136026
COMMD2	980.33297818704	1042.82240329116	919.906288979157	784.64652651682	804.188793156557	811.047066210263
ANKUB1	3.68200179600766	6.08414470998343	0.919906288979156	4.24133257576659	6.9583702745314	1.73486003467436
RNU6-507P	0	0	0	0	0	0
RNF13	794.391887488653	967.379008887366	807.677721723699	451.701919319142	462.234596808157	523.060300454319
RNU6-720P	1.84100089800383	2.43365788399337	0	0	4.97026448180814	2.60229005201154
RP11-651P23.6	10.1255049390211	12.1682894199669	11.0388754677499	7.42233200759154	6.9583702745314	5.20458010402308
PFN2	1995.64497343615	2236.53159538991	2097.38633887248	907.645171214051	898.623818310912	949.835868984212
RP11-651P23.5	0	8.51780259397681	1.83981257795831	0	3.97621158544651	0
RP11-651P23.4	127.949562411266	76.6602233457913	129.706786746061	65.7406549243822	82.5063903980151	58.9852411789282
RP11-651P23.2	0	0	2.75971886693747	0	0	1.73486003467436
RP11-651P23.3	0	4.86731576798675	0	0	0	0
RP11-167H9.4	0	0	0	0	0	0
RP11-63E16.1	0	0	0	0	0	0
RP11-167H9.3	0	0	0	0	0	1.73486003467436
RP11-167H9.2	0	0	0.919906288979156	0	0	0
RP11-167H9.5	0	0	0	0	0	0
RP11-167H9.6	0	0	0.919906288979156	0	0	0
RP11-483E7.1	0	0	0	0	0	0
TSC22D2	943.512960226963	1037.95508752317	1028.4552310787	1095.32413769172	1140.17867212679	1217.00431432406
SERP1	2970.45494892918	3241.63230147917	3079.84625550222	1013.67848560822	1004.98747822161	983.665639660362
EIF2A	1979.99646580312	2292.50572672176	2149.82099734429	2527.83421515689	2628.27585798015	2521.61906039918
SELT	2808.44686990484	2851.03021109824	2804.79427509745	2110.06295644388	1943.37341238698	2023.71423044764
RP11-392O18.2	6.44350314301341	8.51780259397681	8.27915660081241	8.48266515153319	0	1.73486003467436
ERICH6	3.68200179600766	0	3.67962515591663	2.1206662878833	2.98215868908488	1.73486003467436
RP11-103G8.2	13.8075067350287	12.1682894199669	11.0388754677499	8.48266515153319	5.96431737816977	5.20458010402308
RP11-103G8.1	3.68200179600766	4.86731576798675	0.919906288979156	0	2.98215868908488	0
SIAH2	238.409616291496	201.99360437145	196.859945841539	278.867616856653	244.537012504961	253.289565062456
RP11-103G8.4	3.68200179600766	1.21682894199669	3.67962515591663	2.1206662878833	1.98810579272326	3.46972006934872
CLRN1OS	0	0	0	0	0	0
MINDY4B	0	0	1.83981257795831	0	0	0
RP11-166N6.3	0	0	0	0	0	0
RP11-166N6.2	0	0	0	0	0	0
CLRN1	0	0	0	0	0	0
RF02089	0	0	0	0	0	0
MED12L	34.0585166130709	24.3365788399337	33.1166264032496	3.18099943182494	5.96431737816977	13.0114502600577
RNA5SP145	0	0	0	0	0	0
GPR171	3.68200179600766	0	0	0	0	0
P2RY14	1.84100089800383	2.43365788399337	5.51943773387494	4.24133257576659	0	0
RP11-600P18.4	0.920500449001915	0	0	0	0	0
GPR87	2.76150134700575	0	0	4.24133257576659	4.97026448180814	5.20458010402308
P2RY13	0.920500449001915	2.43365788399337	0	0	0	0
P2RY12	0	0	0	0	0	0
IGSF10	3.68200179600766	2.43365788399337	1.83981257795831	2.1206662878833	1.98810579272326	1.73486003467436
RP11-312P21.1	0	0	0	0	0	0
RP11-312P21.2	0	0	0	0	0	0
MIR5186	0	0	0	0	0	0
RP11-454C18.1	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0
RP11-454C18.2	4.60250224500957	1.21682894199669	3.67962515591663	4.24133257576659	0	3.46972006934872
RP11-64D22.1	0	0	1.83981257795831	0	0	0
RP11-64D22.2	53.3890260421111	63.2751049838277	69.9128779624159	82.7059852274486	121.274453356119	113.633332271171
RP11-64D22.5	5.52300269401149	17.0356051879536	11.958781756729	23.3273291667163	18.8870050308709	22.5531804507667
AADAC	21.171510327044	17.0356051879536	20.2379383575414	28.6289948864245	20.8751108235942	22.5531804507667
SUCNR1	0	0	0	0	0	1.73486003467436
RP11-246A10.1	0	0	0	0	0	0
MBNL1	4633.79926027564	4950.06013604252	5217.70847108978	5305.90705228401	5786.38190972104	6078.08213148162
MBNL1-AS1	49.7070242461034	42.589012969884	34.9564389812079	12.7239977272998	23.8572695126791	12.1440202427205
TMEM14EP	276.150134700574	212.94506484942	245.614979157435	170.713636174605	198.810579272326	294.058775877304
RP11-362A9.3	1.84100089800383	0	3.67962515591663	4.24133257576659	1.98810579272326	0
RP11-788A4.1	0	2.43365788399337	0	0	0	0
RP11-38P22.3	0	0	0	0	0	0
P2RY1	27.6150134700575	26.7702367239271	11.958781756729	2.1206662878833	9.94052896361628	13.8788802773949
RP11-529G21.4	0	0	0	0	0	0
RP11-529G21.3	1.84100089800383	2.43365788399337	0	0	1.98810579272326	5.20458010402308
RP11-529G21.2	0.920500449001915	0	0	1.06033314394165	2.98215868908488	0
RAP2B	1168.11506978343	1138.9518897089	1325.58496241896	1502.49206496532	1541.77604225689	1590.86665179639
RN7SL300P	0	0	0.919906288979156	0	0	1.73486003467436
RP11-292E2.1	0	0	0	0	0	0
RP11-292E2.2	0	0	0	0	0	0
RP11-23D24.2	1.84100089800383	1.21682894199669	0	0	4.97026448180814	0
RP11-292E2.4	0	0	0	0	0	0
RNU6-901P	0	0	0	0	0	0
C3orf79	0	0	0	0	0	0
RP11-217E22.5	0	0	0	0	0	0
RP11-217E22.1	0	0	0	0	0	0
RP11-217E22.2	0.920500449001915	2.43365788399337	5.51943773387494	0	0	2.60229005201154
ARHGEF26	6.44350314301341	1.21682894199669	3.67962515591663	4.24133257576659	1.98810579272326	6.07201012136026
DHX36	253.137623475527	273.786511949254	234.576103689685	384.900931250818	374.757941928334	514.386000280947
RP11-316N24.2	0	0	0	0	0	0
GPR149	0	0	0	0	0	0
RP11-785G3.1	5.52300269401149	4.86731576798675	5.51943773387494	2.1206662878833	7.95242317089303	1.73486003467436
RP11-656A15.1	0	0	0	0	0	0
CTD-2501O3.2	0	0	0	0	0	0
CTD-2501O3.3	0	0	0	0	0	0
CTD-2501O3.1	0	0	0	0	0	0
RP11-439C8.1	0	0	0	0	0	0
RP11-439C8.2	0	0	0	0	0	0
MME	901.169939572875	991.715587727299	959.46225940526	145.265640720006	174.953309759647	196.039183918203
RP11-270G15.2	0	3.65048682599006	2.75971886693747	0	0	0
RP11-451G4.1	0	0	0	0	0	0
RP11-451G4.2	0	0	0	0	0	0
RP11-451G4.3	0	0	0	0	0	0
RP11-451G4.4	0	0	0	0	0	0
PLCH1	0.920500449001915	4.86731576798675	1.83981257795831	0	0	3.46972006934872
RP11-639F1.1	0	0	0	0	0	0
RP11-639F1.2	0	0	0	0	0	0
RP11-639F1.3	0	0	0	0	0	0
RN7SL715P	0	0	0	0	0	0
RP11-117L15.1	0	0	0	0	0	0
RP11-117L15.3	0	0	0	0	0	0
RP11-100F22.1	0	0	0	0	0	1.73486003467436
RP11-674E16.4	0	0	0	0	0	0
RP11-674E16.1	1.84100089800383	0	0	0	0	0
C3orf33	2.76150134700575	8.51780259397681	9.19906288979156	12.7239977272998	4.97026448180814	16.4811703294064
RP11-674E16.5	1.84100089800383	2.43365788399337	9.19906288979156	1.06033314394165	0.994052896361628	1.73486003467436
SLC33A1	212.635603719442	204.427262255443	210.658540176227	315.979276894611	311.13855656119	324.418826484105
GMPS	1249.1191092956	1429.77400684611	1366.06083913405	778.28452765317	861.843861145532	866.562587319842
RP11-111F10.2	50.6275246951053	65.7087628678211	37.7161578481454	37.1116600379577	28.8275339944872	49.4435109882192
AC067721.2	0	0	0	0	0	0
KCNAB1	521.923754584086	563.391800144466	578.621055767889	118.757312121465	92.4469193616314	106.693892132473
RP11-111F10.3	0	2.43365788399337	3.67962515591663	0	3.97621158544651	1.73486003467436
RP11-294L13.1	0	0	0.919906288979156	0	1.98810579272326	0
RP11-118D22.3	0	0	0	2.1206662878833	0	0
RP11-118D22.4	0	0	0	0	0	0
RP11-53D5.1	3.68200179600766	7.30097365198012	1.83981257795831	0	0	0
RP11-305K5.1	9.20500449001915	3.65048682599006	9.19906288979156	4.24133257576659	0	5.20458010402308
SSR3	6968.1883989445	7537.03846672748	7120.07467669867	8190.01320380529	8340.10380047406	8244.92231478989
RP11-791I24.4	8.28450404101724	4.86731576798675	8.27915660081241	10.6033314394165	7.95242317089303	12.1440202427205
TIPARP	1756.31485669565	2005.33409641054	1791.05754464242	2057.0462992468	2110.37429897574	2278.73865554477
RP11-392A22.1	47.8660233480996	68.1424207518144	46.915220737937	51.9563240531408	45.7264332326349	66.7921113349628
RP11-392A22.2	35.8995175110747	29.2038946079205	46.915220737937	6.36199886364989	4.97026448180814	5.20458010402308
PA2G4P4	50.6275246951053	43.8058419118807	54.2744710497702	65.7406549243822	56.6610150926128	74.5989814909974
LEKR1	9.20500449001915	19.469263071947	15.6384069126457	8.48266515153319	5.96431737816977	6.93944013869744
RP11-6F2.2	0	0	0	0	0	0
RP11-6F2.3	1.84100089800383	0	0	0	0	0
RN7SKP177	0	0	0.919906288979156	0	0	0
RP11-6F2.4	0	1.21682894199669	0	0	0	0
RP11-6F2.5	1.84100089800383	0	0	4.24133257576659	3.97621158544651	1.73486003467436
RP11-6F2.6	0	0	0	1.06033314394165	2.98215868908488	3.46972006934872
CCNL1	1970.7914613131	2290.07206883776	2124.98352754185	1884.21199678431	2090.4932410485	2199.80252396709
RP11-555M1.1	0	2.43365788399337	3.67962515591663	4.24133257576659	0	7.80687015603462
RP11-555M1.3	0	1.21682894199669	0	0	0	0
RNA5SP146	0	0	1.83981257795831	0	0	0
RP11-550I24.2	46.9455228990977	70.5760786358078	40.4758767150829	9.54299829547483	9.94052896361628	19.9508903987551
RP11-550I24.3	18.4100089800383	13.3851183619636	15.6384069126457	4.24133257576659	0	0
VEPH1	3880.82989299207	4081.24427145689	3761.49681563577	1586.25838333671	1528.85335460418	1635.10558268058
PTX3	3705.93480768171	3774.60337807372	3732.97972067742	4607.14751042646	4508.02988499998	4714.48214422757
PQLC2L	44.1840215520919	45.0226708538774	57.0341899167077	34.9909937500744	46.7204861289965	49.4435109882192
RN7SKP46	0	0	0	0	0	0
RP11-290K4.1	0	0	0	0	0	0
RP11-290K4.2	0	0	0	0	0	0
SHOX2	0	0	0	2.1206662878833	0	0
RSRC1	241.171117638502	232.414327921367	209.738633887248	208.885629356505	207.75705533958	215.990074316958
RP11-113A11.1	3.68200179600766	7.30097365198012	3.67962515591663	2.1206662878833	0	0
RP11-113A11.3	0	0	0.919906288979156	1.06033314394165	0.994052896361628	1.73486003467436
RP11-538P18.1	0	2.43365788399337	1.83981257795831	3.18099943182494	3.97621158544651	2.60229005201154
RP11-538P18.2	0	1.21682894199669	1.83981257795831	0	0	0
MLF1	70.8785345731475	73.0097365198012	82.7915660081241	127.239977272998	140.16145838699	117.103052340519
RP11-79M21.2	1.84100089800383	2.43365788399337	1.83981257795831	0	0	0
RP11-79M21.3	0.920500449001915	0	0	0	1.98810579272326	0
GFM1	1169.95607068143	1177.89041585279	1182.07958133822	3161.913435234	3421.53006927672	3404.66281804843
LXN	2173.30156009352	2597.92979116293	2505.82473117922	1073.05714166895	1005.98153111797	1113.78014226094
RP11-379F4.7	9.20500449001915	8.51780259397681	21.1578446465206	44.5339920455492	36.7799571653802	39.0343507801731
RP11-379F4.6	1.84100089800383	7.30097365198012	3.67962515591663	5.30166571970824	2.98215868908488	1.73486003467436
RARRES1	73.6400359201532	83.9611969977714	57.0341899167077	34.9909937500744	17.8929521345093	48.5760809708821
MFSD1	1898.07192584195	1838.62853135699	1876.60882951748	1199.236785798	1203.79805749393	1219.60660437607
RP11-379F4.4	62.5940305321302	68.1424207518144	71.7526905403742	30.7496611743078	19.8810579272326	29.4926205894641
RP11-379F4.1	0	2.43365788399337	0	2.1206662878833	1.98810579272326	1.73486003467436
RP11-379F4.8	5.52300269401149	2.43365788399337	8.27915660081241	0	2.98215868908488	6.93944013869744
RP11-379F4.9	2.76150134700575	3.65048682599006	2.75971886693747	0	9.94052896361628	3.46972006934872
GPR79	10.1255049390211	15.8187762459569	9.19906288979156	2.1206662878833	3.97621158544651	4.3371500866859
RP11-170K4.2	1.84100089800383	2.43365788399337	3.67962515591663	2.1206662878833	0	0
IQCJ-SCHIP1	61.6735300831283	55.9741313318476	63.4735339395618	103.912648106282	94.4350251543547	87.6104317510551
IQCJ	0	0	0	0	0	0
MIR3919	0	0	0	0	0	0
RP11-441M10.1	0	0	0	0	0	0
RP11-564C24.1	1.84100089800383	0	1.83981257795831	2.1206662878833	1.98810579272326	2.60229005201154
RP11-192K2.2	19.3305094290402	6.08414470998343	36.7962515591663	37.1116600379577	30.8156397872105	30.3600506068013
RNU2-31P	2.76150134700575	2.43365788399337	5.51943773387494	0	2.98215868908488	9.54173019070898
SCHIP1	174.895085310364	177.657025531516	189.500695529706	238.574957386871	298.215868908489	306.202796120024
CTD-2049J23.2	0	9.73463153597349	1.83981257795831	4.24133257576659	0	3.46972006934872
IL12A	1.84100089800383	9.73463153597349	3.67962515591663	12.7239977272998	18.8870050308709	11.2765902253833
CTD-2049J23.3	0	0	0	0	0	1.73486003467436
RP11-67F24.1	19.3305094290402	48.6731576798675	32.1967201142705	21.206662878833	24.8513224090407	26.8903305374526
C3orf80	0	0	0	0	0	0
RP11-432B6.3	0	0	0	0	0	0
IFT80	235.64811494449	277.436998775244	252.974229469268	204.644296780738	189.864103205071	163.07684325939
RP11-432B6.1	3.68200179600766	0	0	4.24133257576659	9.94052896361628	3.46972006934872
SMC4	777.822879406618	943.042430047432	840.794348126949	1221.50378182078	1220.69695673208	1267.31525532962
MIR15B	0	0	0	1.06033314394165	0.994052896361628	5.20458010402308
MIR16-2	0	0	0	0	0	0
TRIM59	234.727614495488	283.521143485228	252.974229469268	247.057622538404	325.055297110252	295.793635911978
RP11-227J5.3	0	2.43365788399337	1.83981257795831	1.06033314394165	0	2.60229005201154
RNU7-136P	0	0	0.919906288979156	0	0	0
KPNA4	2285.60261487176	2400.80350255946	2347.60084947481	2850.17549091515	2868.83665889966	2929.31116854766
SCARNA7	2216.56508119661	2360.64814747357	2249.17087655404	1813.16967614022	1778.36063159095	1814.66359626938
KRT8P12	69.9580341241455	49.8899866218641	88.311003741999	58.3183229167906	92.4469193616314	71.1292614216487
RPL6P8	1.84100089800383	2.43365788399337	2.75971886693747	0	0	2.60229005201154
ARL14	0	0	0	6.36199886364989	1.98810579272326	1.73486003467436
RP11-16N11.2	7.36400359201532	7.30097365198012	1.83981257795831	6.36199886364989	3.97621158544651	13.0114502600577
PPM1L	150.041573187312	164.271907169553	164.663225727269	121.93831155329	150.101987350606	137.921372756612
B3GALNT1	883.680431041838	910.188048613521	861.95219277347	497.296244508633	571.580415407936	551.685491026446
NMD3	909.454443613892	1070.80946895708	971.421041161989	467.606916478267	465.216755497242	535.20432069704
RP11-479I16.2	2.76150134700575	6.08414470998343	3.67962515591663	8.48266515153319	6.9583702745314	4.3371500866859
RP11-20C6.2	0	2.43365788399337	0	0	0	0
RP11-20C6.1	0	2.43365788399337	0	0	0	0
SPTSSB	0	0	0	0	0	0
RP11-3P17.4	1.84100089800383	2.43365788399337	0	0	0	1.73486003467436
RP11-3P17.5	0	0	0	0	0	0
RP11-3P17.3	2.76150134700575	2.43365788399337	2.75971886693747	4.24133257576659	2.98215868908488	2.60229005201154
RP11-80B17.1	1.84100089800383	0	0	0	0	0
RP11-774I5.1	0	0	0	0	0	0
RP11-70N22.1	0	0	0	0	0	0
RP13-526J3.1	0	0	0	0	0	0
RP11-10O22.1	0	0	0	0	0	0
RP11-535I24.2	0	0	0	0	0	0
RP11-10O22.2	0	0	0	0	0	0
RNU7-82P	0	0	0	0	0	0
RP11-418B12.1	0	0	0	0	0	0
RP11-208P4.1	0	0	0	0	0	0
MIR1263	0	0	0	0	0	0
RP11-71H9.2	0	0	0	0	0	0
RP11-71H9.1	0	0	0	0	0	0
SI	0	0	0	2.1206662878833	0	0
RP11-747D18.1	0	0	0	0	0	0
SLITRK3	0	0	1.83981257795831	2.1206662878833	0	0
RP11-85M11.2	0	0	0	0	0	0
BCHE	471.296229888981	512.284984580605	475.591551402224	209.945962500446	232.608377748621	224.664374490329
RP11-12N13.3	0	0	0	0	0	0
RP11-12N13.6	0	0	0	0	0	0
RP11-12N13.5	0	0	0	0	0	0
RP11-12N13.4	0	0	0	0	0	0
RP11-12N13.2	0	0	0	0	0	0
RP11-12N13.1	0	0	0	0	0	0
RP11-450H5.1	0	0	0	0	0	0
RP11-450H5.4	0	0	0	0	0	0
RN7SKP298	0	0	0	0	0	0
RP11-450H5.2	0	0	0	0	0	0
RP11-450H5.3	0	0	0	0	0	0
RP11-265C3.1	0	0	0	0	0	0
RP11-12K11.2	0	0	0	0	0	0
RP11-12K11.1	0	0	0	0	0	0
RP11-440K22.1	0	0	0	0	0	0
ZBBX	10.1255049390211	21.9029209559404	19.3180320685623	12.7239977272998	1.98810579272326	15.6137403120692
RP11-576M8.2	0	0	0	0	0	0
SERPINI2	0	0	0	0	0	0
WDR49	2.76150134700575	2.43365788399337	2.75971886693747	3.18099943182494	1.98810579272326	3.46972006934872
PDCD10	473.137230786984	449.009879596777	437.875393554079	555.614567425424	668.003546355014	671.390833418977
RP11-413G22.2	8.28450404101724	9.73463153597349	11.0388754677499	16.9653303030664	3.97621158544651	12.1440202427205
SERPINI1	14.7280071840306	32.8543814339105	11.0388754677499	10.6033314394165	11.9286347563395	19.9508903987551
RP11-298O21.5	0	0	0	0	0	0
RP11-298O21.3	0	0	0	0	0	0
RP11-298O21.4	0	0	0	0	0	0
RP11-603B13.1	0	0	0	0	0	0
RP11-603B13.2	0	0	0	0	0	0
GOLIM4	1331.96414970577	1434.64132261409	1500.367157325	693.457876137838	794.248264192941	805.84248610624
EGFEM1P	0	0	0	0	0	0
RP11-637O11.2	0	0	0	0	0	0
RNU2-20P	0	0	0	0	0	0
MIR551B	0	0	0	0	0	0
RP11-694D5.1	0	0	0	0	0	0
RP11-368I23.1	0	0	0	0	0	0
RP11-368I23.2	0	0	0	0	0	0
RP11-368I23.3	0	0	0	0	0	0
RP11-368I23.4	0	0	0	0	0	0
RP11-152C17.1	0	0	0	0	0	0
MECOM	3066.18699562538	3257.45107772513	3268.42704474294	4089.70493618294	4531.88715451266	4703.20555400219
RP11-641D5.2	41.4225202050862	55.9741313318476	65.3133465175201	26.5083285985412	39.7621158544651	35.5646307108244
RP11-641D5.1	95.7320466961992	99.7799732437283	90.1508163199573	82.7059852274486	110.339871496141	68.5269713696372
RP11-3K16.2	121.506059268253	93.6958285337449	112.228567255457	67.8613212122655	57.6550679889744	87.6104317510551
RP11-3K16.1	0	0	0	0	0	1.73486003467436
RNU6-637P	0	0	0	0	0	0
TERC	2.76150134700575	1.21682894199669	1.83981257795831	0	0.994052896361628	0
RF00024	0	0	0	0	0	0
ACTRT3	73.6400359201532	63.2751049838277	52.4346584718119	85.8869846592735	79.5242317089303	100.621882011113
RP11-816J6.3	0	3.65048682599006	0	2.1206662878833	3.97621158544651	0
MYNN	185.941090698387	231.19749897937	246.534885446414	233.273291667163	222.667848785005	291.456485825292
RP11-362K14.5	40.5020197560843	47.4563287378708	47.8351270269161	33.9306606061327	35.7859042690186	39.0343507801731
LRRC34	76.4015372671589	68.1424207518144	102.109598076686	58.3183229167906	75.5480201234838	101.48931202845
RP11-362K14.7	0	0	0	0	0	0
RP11-362K14.6	0	0	0	0	0	0
LRRIQ4	0	0	3.67962515591663	1.06033314394165	0	0
LRRC31	1.84100089800383	0	0	0	1.98810579272326	0
RP11-379K17.3	0	0	0	0	0	0
SAMD7	0	0	0	0	0	0
RP11-379K17.2	0	0	0	0	0	0
RP11-379K17.4	0	0	1.83981257795831	0	0	0
RP11-379K17.5	0	0	0	0	0	0
SEC62	1702.00533020454	1837.411702415	1776.33904401875	2097.33895871658	2306.20271955898	2348.13305693174
RP11-379K17.7	9.20500449001915	7.30097365198012	9.19906288979156	5.30166571970824	8.94647606725465	14.7463102947321
GPR160	103.096050288214	63.2751049838277	68.0730653844576	43.4736589016076	50.696697714443	54.6480910922423
RNU4-38P	0	0	0	0	0	0
RP11-379K17.9	0	0	0	0	0	0
PHC3	1563.93026285425	1647.58638746351	1651.23178871759	1026.40248333552	1116.32140261411	1081.68523161946
RP11-379K17.12	0	0	0	0	0	0
RNU6-315P	2.76150134700575	2.43365788399337	2.75971886693747	2.1206662878833	2.98215868908488	1.73486003467436
PRKCI	616.735300831283	713.061760010058	659.572809198055	842.96484943361	847.927120596469	802.372766036891
RP11-543D10.2	0	0	0	0	0	0
SKIL	2292.04611801477	2714.74536959461	2689.80598897505	2360.30157841411	2366.83994623704	2661.27529319047
RP11-469J4.3	5.52300269401149	7.30097365198012	7.35925031183325	3.18099943182494	0	1.73486003467436
CLDN11	3255.81008811977	3262.31839349312	3380.6556119984	3663.45101231839	3360.89284259867	3526.10302047563
RP11-654K19.6	0.920500449001915	0	1.83981257795831	0	0	0
MIR6828	0.920500449001915	1.21682894199669	0	0	0.994052896361628	1.73486003467436
RP11-373E16.5	3.68200179600766	4.86731576798675	7.35925031183325	0	1.98810579272326	0
SLC7A14	57.9915282871206	59.6246181578376	70.8327842513951	22.2669960227746	5.96431737816977	23.4206104681038
RP11-469J4.2	0.920500449001915	4.86731576798675	0	0	0	0
RP11-373E16.1	0	0	1.83981257795831	0	0	0
RP11-373E16.3	0	2.43365788399337	2.75971886693747	0	0	0
RP11-373E16.4	0	0	0	0	0.994052896361628	0
RPL22L1	599.245792300247	547.573023898509	518.827146984244	784.64652651682	741.563460685775	813.649356262274
EIF5A2	219.999607311458	290.822117137208	305.40888794108	235.393957955046	183.899785826901	252.422135045119
RP11-654K19.4	0	0	0	0	0.994052896361628	0
RNU1-70P	1.84100089800383	0	0	0	0	0
SLC2A2	5.52300269401149	0	0	0	0	0
TNIK	3994.05144821931	4189.54204729459	4024.59001428381	4343.12455758499	4851.97218714111	4888.83557771234
MIR569	4.60250224500957	1.21682894199669	8.27915660081241	7.42233200759154	2.98215868908488	1.73486003467436
RP11-185E8.2	25.7740125720536	46.2394997958741	17.478219490604	51.9563240531408	57.6550679889744	53.7806610749051
RP11-185E8.1	5.52300269401149	0	6.4393440228541	1.06033314394165	1.98810579272326	3.46972006934872
RNU6-348P	0	0	0	0	0	0
RP11-263C16.2	0	0	1.83981257795831	0	0	0
PLD1	2026.94198870222	2047.92310938042	2100.14605773941	2721.87518049821	2786.33026850164	3107.13432210178
TMEM212	0	0	0	0	0	0
RP11-85P9.3	0	0	0	0	0.994052896361628	0
RP11-85P9.2	0	0	0	0	0	0
FNDC3B	9822.66029129943	10566.9425322992	10419.7785352669	5691.86831667877	5994.13896506062	6259.37500510509
RP11-423E7.1	19.3305094290402	17.0356051879536	20.2379383575414	24.3876623106579	21.8691637199558	13.8788802773949
RN7SL141P	33.1380161640689	41.3721840278873	25.7573760914164	34.9909937500744	30.8156397872105	39.0343507801731
RP11-423E7.2	97.573047594203	51.1068155638608	77.2721282742491	59.3786560607323	67.5955969525907	71.1292614216487
RP11-1K20.2	11.9665058370249	12.1682894199669	8.27915660081241	0	0	0
GHSR	2.76150134700575	2.43365788399337	0	0	0	0
TNFSF10	861.588420265792	798.239785949826	785.5999707882	1297.84776818458	1222.6850625248	1401.76690801688
AC007919.18	2.76150134700575	3.65048682599006	0	2.1206662878833	5.96431737816977	0.86743001733718
RP11-408H1.3	0	4.86731576798675	7.35925031183325	19.0859965909497	13.9167405490628	11.2765902253833
RP11-408H1.2	0	0	0	0	0	0
NCEH1	1755.39435624665	1797.25634732911	1738.62288617061	691.337209849955	725.658614343989	812.781926244937
AC007919.19	2.76150134700575	1.21682894199669	2.75971886693747	2.1206662878833	0	4.3371500866859
RNU6-547P	0.920500449001915	0	0	0	0	2.60229005201154
ECT2	497.990742910036	531.754247652552	519.747053273223	448.520919887317	530.824246657109	463.207629258054
RNU4-4P	0	0	0	0	0.994052896361628	1.73486003467436
RP11-816B4.2	3.68200179600766	0	0	8.48266515153319	5.96431737816977	1.73486003467436
RP11-816B4.1	0	0	1.83981257795831	0	0.994052896361628	1.73486003467436
SPATA16	8.28450404101724	2.43365788399337	6.4393440228541	2.1206662878833	3.97621158544651	0
RP11-324C10.1	0	0	1.83981257795831	0	0	0
NLGN1	1501.33623232212	1696.25954514338	1518.76528310459	987.170157009675	1113.33924392502	1191.84884382128
RP11-521A24.1	31.2970152660651	14.6019473039602	23.9175635134581	24.3876623106579	35.7859042690186	22.5531804507667
RP11-639B4.1	113.221555227236	74.2265654617979	110.388754677499	37.1116600379577	82.5063903980151	93.6824418724154
RN7SKP234	12.8870062860268	12.1682894199669	15.6384069126457	18.025663447008	8.94647606725465	14.7463102947321
RP11-393N4.1	0	2.43365788399337	0	1.06033314394165	0	0
RP11-393N4.2	0	0	0	0	0	0
NAALADL2	131.631564207274	180.09068341551	170.182663461144	40.2926594697826	52.6848035071663	66.7921113349628
RN7SKP40	3.68200179600766	0	0	0	1.98810579272326	0
RP11-432A8.2	1.84100089800383	0	0.919906288979156	0	3.97621158544651	3.46972006934872
RP11-432A8.1	1.84100089800383	1.21682894199669	1.83981257795831	2.1206662878833	1.98810579272326	0
RP11-411M4.1	0	0	0	0	0	0
MIR4789	1.84100089800383	0	0	0	0	0
RNU6-1233P	0	0	0	0	0	0
RNU4-91P	0	0	0	0	0	0
RP11-744O11.2	1.84100089800383	6.08414470998343	0	2.1206662878833	0	1.73486003467436
RP11-744O11.1	23.0125112250479	23.119749897937	32.1967201142705	11.6636645833581	27.8334810981256	22.5531804507667
RNU6-1317P	0	0	0	0	0	0
RP11-374I17.1	0	0	1.83981257795831	0	0	0
RP11-809F4.3	0	0	0	0	0	0
RP11-809F4.2	0	0	0	2.1206662878833	0	0
RP11-809F4.1	0	0	0	0	0	0
RP11-809F4.4	0	0	0	0	0	0
RP11-78E6.1	0	0	0	0	0	0
MIR7977	0	0	0	0	0	0
RP11-71G7.1	0	3.65048682599006	2.75971886693747	0	0	1.73486003467436
RP11-644C3.1	0.920500449001915	0	3.67962515591663	2.1206662878833	0.994052896361628	0.86743001733718
RNA5SP147	0	0	0	0	0	0
RP11-255G21.1	0	2.43365788399337	0.919906288979156	0	0	1.73486003467436
RP11-484D18.4	3.68200179600766	2.43365788399337	3.67962515591663	4.24133257576659	7.95242317089303	7.80687015603462
TBL1XR1	2518.48922846924	2605.23076481491	2625.41254874651	847.206182009377	984.112367398012	1042.65088083929
RP11-484D18.2	8.28450404101724	23.119749897937	13.7985943346873	15.9049971591247	16.8988992381477	15.6137403120692
RNU6-681P	3.68200179600766	3.65048682599006	6.4393440228541	6.36199886364989	3.97621158544651	3.46972006934872
RP11-706D8.2	0	0	0	0	0	0
RP11-706D8.1	0	0	0	0	0	0
